week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,id,latitude,longitude
2009-04-04,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,2,NA,Political violence,705,3.665,25.3771
2009-07-11,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,26,NA,Political violence,705,3.665,25.3771
2011-09-10,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,16,NA,Political violence,705,3.665,25.3771
2014-08-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,2,NA,Political violence,705,3.665,25.3771
2015-10-31,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,2,3,70256,Political violence,705,3.665,25.3771
2016-03-26,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,1,72950,Political violence,705,3.665,25.3771
2017-06-17,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,2,2,10040,Political violence,705,3.665,25.3771
2017-07-15,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,1,64,Political violence,705,3.665,25.3771
2018-08-25,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,2,8790,Political violence,705,3.665,25.3771
2019-10-05,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,5,1925,Political violence,705,3.665,25.3771
2020-05-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,2,2,6,Political violence,705,3.665,25.3771
2020-07-18,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,1,65,Political violence,705,3.665,25.3771
2020-08-29,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,4,9595,Political violence,705,3.665,25.3771
2022-01-15,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,1,291,Political violence,705,3.665,25.3771
2022-07-02,Middle Africa,Democratic Republic of Congo,Bas-Uele,Battles,Armed clash,1,1,NA,Political violence,705,3.665,25.3771
2014-06-28,Middle Africa,Democratic Republic of Congo,Bas-Uele,Riots,Mob violence,1,1,NA,Political violence,705,3.665,25.3771
2015-03-21,Middle Africa,Democratic Republic of Congo,Bas-Uele,Riots,Mob violence,1,5,52279,Political violence,705,3.665,25.3771
2022-05-07,Middle Africa,Democratic Republic of Congo,Bas-Uele,Riots,Mob violence,1,2,3264,Political violence,705,3.665,25.3771
2011-04-30,Middle Africa,Democratic Republic of Congo,Bas-Uele,Riots,Violent demonstration,1,1,NA,Demonstrations,705,3.665,25.3771
2018-02-17,Middle Africa,Democratic Republic of Congo,Bas-Uele,Riots,Violent demonstration,1,1,28905,Demonstrations,705,3.665,25.3771
2009-01-03,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,30,NA,Political violence,705,3.665,25.3771
2009-04-04,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,10,NA,Political violence,705,3.665,25.3771
2009-05-30,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,8,34,NA,Political violence,705,3.665,25.3771
2009-06-06,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2009-06-13,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,NA,Political violence,705,3.665,25.3771
2009-06-20,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,6,NA,Political violence,705,3.665,25.3771
2009-07-04,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,5,NA,Political violence,705,3.665,25.3771
2009-07-11,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,3,65,NA,Political violence,705,3.665,25.3771
2009-08-08,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2009-08-29,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,NA,Political violence,705,3.665,25.3771
2009-09-12,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2009-09-19,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,NA,Political violence,705,3.665,25.3771
2009-09-26,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2009-10-31,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,NA,Political violence,705,3.665,25.3771
2009-11-14,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,6,NA,Political violence,705,3.665,25.3771
2009-12-19,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,38,NA,Political violence,705,3.665,25.3771
2010-01-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,7,NA,Political violence,705,3.665,25.3771
2010-01-16,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,10,NA,Political violence,705,3.665,25.3771
2010-01-30,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,3,15,NA,Political violence,705,3.665,25.3771
2010-02-06,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,7,37,NA,Political violence,705,3.665,25.3771
2010-02-13,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,6,NA,Political violence,705,3.665,25.3771
2010-02-20,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,102,NA,Political violence,705,3.665,25.3771
2010-02-27,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,6,NA,Political violence,705,3.665,25.3771
2010-03-27,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,7,NA,Political violence,705,3.665,25.3771
2010-05-01,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2010-05-29,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,9,NA,Political violence,705,3.665,25.3771
2011-02-12,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2012-01-28,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,1,NA,Political violence,705,3.665,25.3771
2012-10-27,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2013-01-12,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2013-02-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,8,NA,Political violence,705,3.665,25.3771
2013-03-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,5,NA,Political violence,705,3.665,25.3771
2013-05-04,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,NA,Political violence,705,3.665,25.3771
2013-11-02,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,3,2,NA,Political violence,705,3.665,25.3771
2014-03-01,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,4,NA,Political violence,705,3.665,25.3771
2014-03-15,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2014-04-12,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,11,NA,Political violence,705,3.665,25.3771
2014-05-10,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,1,NA,Political violence,705,3.665,25.3771
2014-08-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,2,NA,Political violence,705,3.665,25.3771
2015-10-31,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,70256,Political violence,705,3.665,25.3771
2017-05-13,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,31012,Political violence,705,3.665,25.3771
2017-07-15,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,20,64,Political violence,705,3.665,25.3771
2018-02-10,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,4,32680,Political violence,705,3.665,25.3771
2018-03-24,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,83,Political violence,705,3.665,25.3771
2018-03-31,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,3,Political violence,705,3.665,25.3771
2018-06-23,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,3,Political violence,705,3.665,25.3771
2018-11-10,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,4,32680,Political violence,705,3.665,25.3771
2018-12-15,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,3,16,Political violence,705,3.665,25.3771
2019-02-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,2581,Political violence,705,3.665,25.3771
2019-03-16,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,6,Political violence,705,3.665,25.3771
2020-04-04,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,1668,Political violence,705,3.665,25.3771
2020-05-16,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,1,15514,Political violence,705,3.665,25.3771
2020-07-18,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,9595,Political violence,705,3.665,25.3771
2020-10-31,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,2535,Political violence,705,3.665,25.3771
2020-11-14,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,8,Political violence,705,3.665,25.3771
2021-08-14,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,6,37815,Political violence,705,3.665,25.3771
2022-04-02,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,2,2,10898,Political violence,705,3.665,25.3771
2022-04-09,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,5,39397,Political violence,705,3.665,25.3771
2022-07-02,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2023-07-22,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,3,159533,Political violence,705,3.665,25.3771
2024-10-05,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,3,1966,Political violence,705,3.665,25.3771
2024-10-12,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,3,NA,Political violence,705,3.665,25.3771
2025-11-29,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,1,NA,Political violence,705,3.665,25.3771
2025-12-27,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Attack,1,2,47030,Political violence,705,3.665,25.3771
2012-06-16,Middle Africa,Democratic Republic of Congo,Bas-Uele,Violence against civilians,Sexual violence,1,1,NA,Political violence,705,3.665,25.3771
2010-04-03,Middle Africa,Democratic Republic of Congo,Equateur,Battles,Armed clash,2,4,NA,Political violence,706,0.0627,19.1409
2012-12-22,Middle Africa,Democratic Republic of Congo,Equateur,Battles,Armed clash,1,2,NA,Political violence,706,0.0627,19.1409
2015-08-15,Middle Africa,Democratic Republic of Congo,Equateur,Battles,Armed clash,1,4,40,Political violence,706,0.0627,19.1409
2021-11-20,Middle Africa,Democratic Republic of Congo,Equateur,Battles,Armed clash,1,4,6649,Political violence,706,0.0627,19.1409
2024-12-28,Middle Africa,Democratic Republic of Congo,Equateur,Battles,Armed clash,1,3,3580,Political violence,706,0.0627,19.1409
2010-04-03,Middle Africa,Democratic Republic of Congo,Equateur,Battles,Government regains territory,1,18,NA,Political violence,706,0.0627,19.1409
2014-03-01,Middle Africa,Democratic Republic of Congo,Equateur,Protests,Excessive force against protesters,1,1,NA,Political violence; Demonstrations,706,0.0627,19.1409
2022-04-09,Middle Africa,Democratic Republic of Congo,Equateur,Protests,Excessive force against protesters,1,2,61272,Political violence; Demonstrations,706,0.0627,19.1409
2017-05-27,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Mob violence,2,2,158482,Political violence,706,0.0627,19.1409
2018-01-20,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Mob violence,1,1,164200,Political violence,706,0.0627,19.1409
2020-08-01,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Mob violence,1,1,174842,Political violence,706,0.0627,19.1409
2021-03-27,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Mob violence,1,1,180452,Political violence,706,0.0627,19.1409
2021-07-17,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Mob violence,1,1,180452,Political violence,706,0.0627,19.1409
2022-08-06,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Mob violence,1,2,27104,Political violence,706,0.0627,19.1409
2016-12-31,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Violent demonstration,1,1,152452,Demonstrations,706,0.0627,19.1409
2018-02-24,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Violent demonstration,1,1,164200,Demonstrations,706,0.0627,19.1409
2021-01-30,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Violent demonstration,1,1,4369,Demonstrations,706,0.0627,19.1409
2023-06-10,Middle Africa,Democratic Republic of Congo,Equateur,Riots,Violent demonstration,1,4,71312,Demonstrations,706,0.0627,19.1409
2010-04-03,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,2,63,NA,Political violence,706,0.0627,19.1409
2011-12-31,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,1,1,NA,Political violence,706,0.0627,19.1409
2012-06-30,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,1,1,NA,Political violence,706,0.0627,19.1409
2019-07-20,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,1,1,357477,Political violence,706,0.0627,19.1409
2020-02-22,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,1,1,16488,Political violence,706,0.0627,19.1409
2021-07-17,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,1,1,352662,Political violence,706,0.0627,19.1409
2022-02-19,Middle Africa,Democratic Republic of Congo,Equateur,Violence against civilians,Attack,1,1,393718,Political violence,706,0.0627,19.1409
2011-12-03,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,2,NA,Political violence,707,-10.5155,27.6201
2012-06-30,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2012-08-18,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,2,NA,Political violence,707,-10.5155,27.6201
2012-12-15,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,4,NA,Political violence,707,-10.5155,27.6201
2012-12-29,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,NA,Political violence,707,-10.5155,27.6201
2013-01-05,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,3,6,NA,Political violence,707,-10.5155,27.6201
2013-01-19,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,13,NA,Political violence,707,-10.5155,27.6201
2013-02-23,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,12,NA,Political violence,707,-10.5155,27.6201
2013-03-23,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,23,NA,Political violence,707,-10.5155,27.6201
2013-05-04,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,NA,Political violence,707,-10.5155,27.6201
2013-05-11,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,10,NA,Political violence,707,-10.5155,27.6201
2013-06-15,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2013-06-22,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,1,NA,Political violence,707,-10.5155,27.6201
2013-07-06,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,NA,Political violence,707,-10.5155,27.6201
2013-10-26,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,3,30,NA,Political violence,707,-10.5155,27.6201
2014-01-04,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,4,2,NA,Political violence,707,-10.5155,27.6201
2014-02-15,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2014-04-05,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2014-04-19,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,3,NA,Political violence,707,-10.5155,27.6201
2014-05-03,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,5,NA,Political violence,707,-10.5155,27.6201
2014-07-26,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,5,NA,Political violence,707,-10.5155,27.6201
2014-08-30,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2014-09-27,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,1,NA,Political violence,707,-10.5155,27.6201
2014-11-01,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,3,1,NA,Political violence,707,-10.5155,27.6201
2015-08-22,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,3,5064,Political violence,707,-10.5155,27.6201
2015-08-29,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,3,496,Political violence,707,-10.5155,27.6201
2016-05-14,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,6,11383,Political violence,707,-10.5155,27.6201
2016-07-02,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,3,5,2665,Political violence,707,-10.5155,27.6201
2016-07-16,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,4,11383,Political violence,707,-10.5155,27.6201
2016-08-06,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,11383,Political violence,707,-10.5155,27.6201
2017-03-11,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,3,NA,Political violence,707,-10.5155,27.6201
2017-07-29,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,4,13485,Political violence,707,-10.5155,27.6201
2017-09-02,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,51971,Political violence,707,-10.5155,27.6201
2017-10-07,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,3,15,55470,Political violence,707,-10.5155,27.6201
2017-12-23,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,11,368,Political violence,707,-10.5155,27.6201
2018-04-07,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,504702,Political violence,707,-10.5155,27.6201
2018-09-29,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,1,67746,Political violence,707,-10.5155,27.6201
2019-04-06,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,518805,Political violence,707,-10.5155,27.6201
2019-07-06,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,3,518805,Political violence,707,-10.5155,27.6201
2019-07-27,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,41825,Political violence,707,-10.5155,27.6201
2019-10-05,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,9,518805,Political violence,707,-10.5155,27.6201
2020-01-18,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,2,3,58672,Political violence,707,-10.5155,27.6201
2020-03-07,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,43548,Political violence,707,-10.5155,27.6201
2020-03-28,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,4,30,903317,Political violence,707,-10.5155,27.6201
2020-05-30,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,34290,Political violence,707,-10.5155,27.6201
2020-09-19,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,5,532996,Political violence,707,-10.5155,27.6201
2020-09-26,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,3,29,532996,Political violence,707,-10.5155,27.6201
2021-02-13,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,16,675227,Political violence,707,-10.5155,27.6201
2021-04-10,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,675227,Political violence,707,-10.5155,27.6201
2021-11-27,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2022-03-05,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,513789,Political violence,707,-10.5155,27.6201
2023-07-15,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,52853,Political violence,707,-10.5155,27.6201
2024-01-27,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,17806,Political violence,707,-10.5155,27.6201
2024-05-11,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,3938,Political violence,707,-10.5155,27.6201
2024-06-08,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,1,NA,Political violence,707,-10.5155,27.6201
2024-08-10,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,10,44771,Political violence,707,-10.5155,27.6201
2024-12-28,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Armed clash,1,2,5077,Political violence,707,-10.5155,27.6201
2014-11-01,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Government regains territory,1,3,NA,Political violence,707,-10.5155,27.6201
2017-11-18,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Battles,Non-state actor overtakes territory,1,1,1187,Political violence,707,-10.5155,27.6201
2018-08-04,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Protests,Excessive force against protesters,1,1,29064,Political violence; Demonstrations,707,-10.5155,27.6201
2018-09-01,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Protests,Excessive force against protesters,2,1,29064,Political violence; Demonstrations,707,-10.5155,27.6201
2019-12-14,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Protests,Excessive force against protesters,1,2,6353,Political violence; Demonstrations,707,-10.5155,27.6201
2025-11-29,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Protests,Excessive force against protesters,1,1,4335,Political violence; Demonstrations,707,-10.5155,27.6201
2017-04-01,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,4,5432,Political violence,707,-10.5155,27.6201
2018-07-07,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,97333,Political violence,707,-10.5155,27.6201
2019-03-30,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,2,2,131570,Political violence,707,-10.5155,27.6201
2019-11-09,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,90625,Political violence,707,-10.5155,27.6201
2020-05-02,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,14186,Political violence,707,-10.5155,27.6201
2020-05-09,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,14186,Political violence,707,-10.5155,27.6201
2020-05-16,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,102759,Political violence,707,-10.5155,27.6201
2020-09-26,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,5,102759,Political violence,707,-10.5155,27.6201
2022-05-28,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,15463,Political violence,707,-10.5155,27.6201
2022-07-16,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,76926,Political violence,707,-10.5155,27.6201
2022-11-26,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,108471,Political violence,707,-10.5155,27.6201
2022-12-03,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,2,2,129519,Political violence,707,-10.5155,27.6201
2023-05-20,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,2,33674,Political violence,707,-10.5155,27.6201
2023-06-24,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,2,3,111367,Political violence,707,-10.5155,27.6201
2023-07-01,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,2,2,111367,Political violence,707,-10.5155,27.6201
2023-12-30,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,3,2,9869,Political violence,707,-10.5155,27.6201
2024-11-09,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,4,56906,Political violence,707,-10.5155,27.6201
2025-06-14,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,3,108286,Political violence,707,-10.5155,27.6201
2025-06-21,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,5,108286,Political violence,707,-10.5155,27.6201
2025-11-01,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,1,108286,Political violence,707,-10.5155,27.6201
2025-11-15,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Mob violence,1,2,20373,Political violence,707,-10.5155,27.6201
2010-11-27,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,2,4,NA,Demonstrations,707,-10.5155,27.6201
2012-11-10,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,1,2,NA,Demonstrations,707,-10.5155,27.6201
2013-09-07,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,1,7,NA,Demonstrations,707,-10.5155,27.6201
2015-05-09,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,1,1,6685,Demonstrations,707,-10.5155,27.6201
2016-09-03,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,1,2,11967,Demonstrations,707,-10.5155,27.6201
2016-12-17,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,2,10,91097,Demonstrations,707,-10.5155,27.6201
2017-08-26,Middle Africa,Democratic Republic of Congo,Haut-Katanga,Riots,Violent demonstration,1,4,94317,Demonstrations,707,-10.5155,27.6201
