week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,id,latitude,longitude
2021-05-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,29,73742,Political violence,710,2.1295,29.0513
2021-05-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,4,22182,Political violence,710,2.1295,29.0513
2021-05-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,30,9435,Political violence,710,2.1295,29.0513
2021-06-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,26,27664,Political violence,710,2.1295,29.0513
2021-06-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,6,35276,Political violence,710,2.1295,29.0513
2021-06-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,13,20302,Political violence,710,2.1295,29.0513
2021-06-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,32,48232,Political violence,710,2.1295,29.0513
2021-07-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,20,40900,Political violence,710,2.1295,29.0513
2021-07-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,17,32,127144,Political violence,710,2.1295,29.0513
2021-07-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,9,19853,Political violence,710,2.1295,29.0513
2021-07-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,16,32,335104,Political violence,710,2.1295,29.0513
2021-07-31,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,22,360534,Political violence,710,2.1295,29.0513
2021-08-07,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,13,47371,Political violence,710,2.1295,29.0513
2021-08-14,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,2,NA,Political violence,710,2.1295,29.0513
2021-08-21,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,26,361840,Political violence,710,2.1295,29.0513
2021-08-28,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,71,36241,Political violence,710,2.1295,29.0513
2021-09-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,31,115928,Political violence,710,2.1295,29.0513
2021-09-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,6,7198,Political violence,710,2.1295,29.0513
2021-09-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,13,15347,Political violence,710,2.1295,29.0513
2021-09-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,38,358612,Political violence,710,2.1295,29.0513
2021-10-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,18,228158,Political violence,710,2.1295,29.0513
2021-10-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,6,54133,Political violence,710,2.1295,29.0513
2021-10-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,32,395714,Political violence,710,2.1295,29.0513
2021-10-23,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,22,44,34555,Political violence,710,2.1295,29.0513
2021-10-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,20,52,209967,Political violence,710,2.1295,29.0513
2021-11-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,18,90395,Political violence,710,2.1295,29.0513
2021-11-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,37,90472,Political violence,710,2.1295,29.0513
2021-11-20,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,21,109,471631,Political violence,710,2.1295,29.0513
2021-11-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,19,82,525642,Political violence,710,2.1295,29.0513
2021-12-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,21,169105,Political violence,710,2.1295,29.0513
2021-12-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,21,39,420898,Political violence,710,2.1295,29.0513
2021-12-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,23,68,510827,Political violence,710,2.1295,29.0513
2021-12-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,25,16536,Political violence,710,2.1295,29.0513
2022-01-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,21,77,96679,Political violence,710,2.1295,29.0513
2022-01-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,33,74,183302,Political violence,710,2.1295,29.0513
2022-01-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,30,63,201541,Political violence,710,2.1295,29.0513
2022-01-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,17,52,146733,Political violence,710,2.1295,29.0513
2022-01-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,20,35,196026,Political violence,710,2.1295,29.0513
2022-02-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,23,40,410104,Political violence,710,2.1295,29.0513
2022-02-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,21,61,91950,Political violence,710,2.1295,29.0513
2022-02-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,29,44,254661,Political violence,710,2.1295,29.0513
2022-02-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,26,59,299395,Political violence,710,2.1295,29.0513
2022-03-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,36,110125,Political violence,710,2.1295,29.0513
2022-03-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,23,123,244212,Political violence,710,2.1295,29.0513
2022-03-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,17,73,70909,Political violence,710,2.1295,29.0513
2022-03-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,22,104040,Political violence,710,2.1295,29.0513
2022-04-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,20,58,93010,Political violence,710,2.1295,29.0513
2022-04-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,21,66,44362,Political violence,710,2.1295,29.0513
2022-04-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,13,32,6474,Political violence,710,2.1295,29.0513
2022-04-23,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,13,22,107539,Political violence,710,2.1295,29.0513
2022-04-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,15,16,14864,Political violence,710,2.1295,29.0513
2022-05-07,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,24,246,65108,Political violence,710,2.1295,29.0513
2022-05-14,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,18,59,19619,Political violence,710,2.1295,29.0513
2022-05-21,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,42,27438,Political violence,710,2.1295,29.0513
2022-05-28,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,16,4498,Political violence,710,2.1295,29.0513
2022-06-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,22,53,75215,Political violence,710,2.1295,29.0513
2022-06-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,24,4906,Political violence,710,2.1295,29.0513
2022-06-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,12,5443,Political violence,710,2.1295,29.0513
2022-06-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,20,74098,Political violence,710,2.1295,29.0513
2022-07-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,8,17890,Political violence,710,2.1295,29.0513
2022-07-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,19,43871,Political violence,710,2.1295,29.0513
2022-07-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,8,19034,Political violence,710,2.1295,29.0513
2022-07-23,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,13,104141,Political violence,710,2.1295,29.0513
2022-07-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,27,7882,Political violence,710,2.1295,29.0513
2022-08-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,17,15029,Political violence,710,2.1295,29.0513
2022-08-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,21,111645,Political violence,710,2.1295,29.0513
2022-08-20,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,21,35228,Political violence,710,2.1295,29.0513
2022-08-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,10,3376,Political violence,710,2.1295,29.0513
2022-09-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,65,158967,Political violence,710,2.1295,29.0513
2022-09-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,4,102033,Political violence,710,2.1295,29.0513
2022-09-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,25,243411,Political violence,710,2.1295,29.0513
2022-09-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,5,103073,Political violence,710,2.1295,29.0513
2022-10-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,25,111728,Political violence,710,2.1295,29.0513
2022-10-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,28,45850,Political violence,710,2.1295,29.0513
2022-10-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,2,119544,Political violence,710,2.1295,29.0513
2022-10-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,13,33678,Political violence,710,2.1295,29.0513
2022-10-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,2,2346,Political violence,710,2.1295,29.0513
2022-11-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,3,3730,Political violence,710,2.1295,29.0513
2022-11-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,18,5512,Political violence,710,2.1295,29.0513
2022-11-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,101,30617,Political violence,710,2.1295,29.0513
2022-11-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,22,74194,Political violence,710,2.1295,29.0513
2022-12-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,16,27,110756,Political violence,710,2.1295,29.0513
2022-12-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,26,87,202024,Political violence,710,2.1295,29.0513
2022-12-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,44,55772,Political violence,710,2.1295,29.0513
2022-12-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,13,40,25352,Political violence,710,2.1295,29.0513
2022-12-31,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,12,5288,Political violence,710,2.1295,29.0513
2023-01-07,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,25,81,64890,Political violence,710,2.1295,29.0513
2023-01-14,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,25,48,105192,Political violence,710,2.1295,29.0513
2023-01-21,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,15,39926,Political violence,710,2.1295,29.0513
2023-01-28,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,20,67,76163,Political violence,710,2.1295,29.0513
2023-02-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,20,29717,Political violence,710,2.1295,29.0513
2023-02-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,58,76329,Political violence,710,2.1295,29.0513
2023-02-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,53,219935,Political violence,710,2.1295,29.0513
2023-02-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,7,835,Political violence,710,2.1295,29.0513
2023-03-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,15,191590,Political violence,710,2.1295,29.0513
2023-03-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,25,18411,Political violence,710,2.1295,29.0513
2023-03-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,19,67,81082,Political violence,710,2.1295,29.0513
2023-03-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,58,31211,Political violence,710,2.1295,29.0513
2023-04-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,15,48,138864,Political violence,710,2.1295,29.0513
2023-04-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,18,96,140667,Political violence,710,2.1295,29.0513
2023-04-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,17,66,193732,Political violence,710,2.1295,29.0513
2023-04-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,14,31,22919,Political violence,710,2.1295,29.0513
2023-04-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,13,33,87610,Political violence,710,2.1295,29.0513
2023-05-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,8,394,Political violence,710,2.1295,29.0513
2023-05-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,30,107860,Political violence,710,2.1295,29.0513
2023-05-20,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,7,46577,Political violence,710,2.1295,29.0513
2023-05-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,3,14943,Political violence,710,2.1295,29.0513
2023-06-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,20,18266,Political violence,710,2.1295,29.0513
2023-06-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,77,161847,Political violence,710,2.1295,29.0513
2023-06-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,33,22766,Political violence,710,2.1295,29.0513
2023-06-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,23,397254,Political violence,710,2.1295,29.0513
2023-07-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,12,123036,Political violence,710,2.1295,29.0513
2023-07-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,39,23348,Political violence,710,2.1295,29.0513
2023-07-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,16,111514,Political violence,710,2.1295,29.0513
2023-07-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,17,35744,Political violence,710,2.1295,29.0513
2023-07-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,9,409333,Political violence,710,2.1295,29.0513
2023-08-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,27,11149,Political violence,710,2.1295,29.0513
2023-08-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,23,154875,Political violence,710,2.1295,29.0513
2023-08-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,18,96,305027,Political violence,710,2.1295,29.0513
2023-08-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,25,22264,Political violence,710,2.1295,29.0513
2023-09-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,42,24163,Political violence,710,2.1295,29.0513
2023-09-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,17,9243,Political violence,710,2.1295,29.0513
2023-09-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,8,4892,Political violence,710,2.1295,29.0513
2023-09-23,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,6,20715,Political violence,710,2.1295,29.0513
2023-09-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,6,NA,Political violence,710,2.1295,29.0513
2023-10-14,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,14,12658,Political violence,710,2.1295,29.0513
2023-10-21,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,1,2655,Political violence,710,2.1295,29.0513
2023-10-28,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,15,112831,Political violence,710,2.1295,29.0513
2023-11-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,37,32136,Political violence,710,2.1295,29.0513
2023-11-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,9,202777,Political violence,710,2.1295,29.0513
2023-11-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,1,2655,Political violence,710,2.1295,29.0513
2023-11-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,8,104131,Political violence,710,2.1295,29.0513
2023-12-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,18,11355,Political violence,710,2.1295,29.0513
2023-12-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,4,2655,Political violence,710,2.1295,29.0513
2023-12-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,8,8578,Political violence,710,2.1295,29.0513
2023-12-23,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,14,170636,Political violence,710,2.1295,29.0513
2023-12-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,28,95078,Political violence,710,2.1295,29.0513
2024-01-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,22,22691,Political violence,710,2.1295,29.0513
2024-01-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,12,172775,Political violence,710,2.1295,29.0513
2024-01-20,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,18,58896,Political violence,710,2.1295,29.0513
2024-01-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,34,117711,Political violence,710,2.1295,29.0513
2024-02-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,20,108318,Political violence,710,2.1295,29.0513
2024-02-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,35,60109,Political violence,710,2.1295,29.0513
2024-02-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,45,201809,Political violence,710,2.1295,29.0513
2024-02-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,9,124613,Political violence,710,2.1295,29.0513
2024-03-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,3,56381,Political violence,710,2.1295,29.0513
2024-03-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,1,529663,Political violence,710,2.1295,29.0513
2024-03-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,20,36819,Political violence,710,2.1295,29.0513
2024-03-23,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,13,77067,Political violence,710,2.1295,29.0513
2024-03-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,21,127269,Political violence,710,2.1295,29.0513
2024-04-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,82,130839,Political violence,710,2.1295,29.0513
2024-04-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,77,149371,Political violence,710,2.1295,29.0513
2024-04-20,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,1,12118,Political violence,710,2.1295,29.0513
2024-04-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,24,25385,Political violence,710,2.1295,29.0513
2024-05-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,12,146551,Political violence,710,2.1295,29.0513
2024-05-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,11,59,268317,Political violence,710,2.1295,29.0513
2024-05-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,14,120255,Political violence,710,2.1295,29.0513
2024-05-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,4,6588,Political violence,710,2.1295,29.0513
2024-06-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,7,208218,Political violence,710,2.1295,29.0513
2024-06-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,71,593704,Political violence,710,2.1295,29.0513
2024-06-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,23,59151,Political violence,710,2.1295,29.0513
2024-06-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,25,17712,Political violence,710,2.1295,29.0513
2024-06-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,6,9075,Political violence,710,2.1295,29.0513
2024-07-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,6,368586,Political violence,710,2.1295,29.0513
2024-07-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,6,148845,Political violence,710,2.1295,29.0513
2024-07-20,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,18,11103,Political violence,710,2.1295,29.0513
2024-07-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,7,4930,Political violence,710,2.1295,29.0513
2024-08-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,3,41827,Political violence,710,2.1295,29.0513
2024-08-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,12,56,198344,Political violence,710,2.1295,29.0513
2024-08-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,17,62303,Political violence,710,2.1295,29.0513
2024-08-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,8,112075,Political violence,710,2.1295,29.0513
2024-08-31,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,5,41374,Political violence,710,2.1295,29.0513
2024-09-07,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,21,157303,Political violence,710,2.1295,29.0513
2024-09-14,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,17,64684,Political violence,710,2.1295,29.0513
2024-09-21,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,15,188515,Political violence,710,2.1295,29.0513
2024-09-28,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,13,17980,Political violence,710,2.1295,29.0513
2024-10-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,53,453396,Political violence,710,2.1295,29.0513
2024-10-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,15,154471,Political violence,710,2.1295,29.0513
2024-10-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,8,173798,Political violence,710,2.1295,29.0513
2024-10-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,16,55366,Political violence,710,2.1295,29.0513
2024-11-02,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,10,22665,Political violence,710,2.1295,29.0513
2024-11-09,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,4,44390,Political violence,710,2.1295,29.0513
2024-11-16,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,2,10698,Political violence,710,2.1295,29.0513
2024-11-30,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,15,360898,Political violence,710,2.1295,29.0513
2024-12-07,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,5,19375,Political violence,710,2.1295,29.0513
2024-12-14,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,15,35,117094,Political violence,710,2.1295,29.0513
2024-12-21,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,8,66795,Political violence,710,2.1295,29.0513
2024-12-28,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,5,9379,Political violence,710,2.1295,29.0513
2025-01-04,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,7,7,174873,Political violence,710,2.1295,29.0513
2025-01-11,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,1,19882,Political violence,710,2.1295,29.0513
2025-01-18,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,15,15530,Political violence,710,2.1295,29.0513
2025-01-25,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,38,16896,Political violence,710,2.1295,29.0513
2025-02-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,22,13167,Political violence,710,2.1295,29.0513
2025-02-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,10,170,67728,Political violence,710,2.1295,29.0513
2025-02-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,34,70503,Political violence,710,2.1295,29.0513
2025-02-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,9,33,98294,Political violence,710,2.1295,29.0513
2025-03-01,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,8,14,76655,Political violence,710,2.1295,29.0513
2025-03-08,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,6,500044,Political violence,710,2.1295,29.0513
2025-03-15,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,1,14259,Political violence,710,2.1295,29.0513
2025-03-22,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,14,35111,Political violence,710,2.1295,29.0513
2025-03-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,8,5874,Political violence,710,2.1295,29.0513
2025-04-05,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,11,146594,Political violence,710,2.1295,29.0513
2025-04-12,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,4,224039,Political violence,710,2.1295,29.0513
2025-04-19,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,3,2702,Political violence,710,2.1295,29.0513
2025-04-26,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,4,20354,Political violence,710,2.1295,29.0513
2025-05-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,2,4,18674,Political violence,710,2.1295,29.0513
2025-05-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,5,46649,Political violence,710,2.1295,29.0513
2025-05-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,2,34504,Political violence,710,2.1295,29.0513
