week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,id,latitude,longitude
1997-01-04T00:00:00Z,Northern Africa,Sudan,Khartoum,violence against civilians,Attack,1,7,NA,Political violence,3111,15.915,33.1352
1997-01-11T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Government regains territory,1,200,NA,Political violence,3106,11.0079,34.0954
1997-01-11T00:00:00Z,Northern Africa,Sudan,Blue Nile,violence against civilians,Attack,4,300,NA,Political violence,3106,11.0079,34.0954
1997-01-11T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,2,207,NA,Political violence,3110,15.7104,35.5356
1997-01-11T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Non-state actor overtakes territory,1,25,NA,Political violence,3110,15.7104,35.5356
1997-01-18T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,6,463,NA,Political violence,3106,11.0079,34.0954
1997-01-18T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,13,NA,Political violence,3947,4.68,31.69
1997-01-18T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Armed clash,1,1,NA,Political violence,3115,20.0739,35.4126
1997-01-18T00:00:00Z,Northern Africa,Sudan,Sennar,battles,Armed clash,2,316,NA,Political violence,3117,12.9093,34.0815
1997-01-25T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,3,317,NA,Political violence,3106,11.0079,34.0954
1997-01-25T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Government regains territory,1,11,NA,Political violence,3947,4.68,31.69
1997-02-15T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,3,57,NA,Political violence,3106,11.0079,34.0954
1997-02-15T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,19,NA,Political violence,4169,11.048,32.698
1997-02-22T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Government regains territory,1,10,NA,Political violence,3947,4.68,31.69
1997-03-01T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,1,8,NA,Political violence,3119,11.2289,30.914
1997-03-08T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,8,4,NA,Political violence,3947,4.68,31.69
1997-03-08T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Non-state actor overtakes territory,7,11,NA,Political violence,3947,4.68,31.69
1997-03-08T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,2,1,NA,Political violence,3947,4.68,31.69
1997-03-08T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,97,NA,Political violence,3110,15.7104,35.5356
1997-03-15T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Non-state actor overtakes territory,1,3,NA,Political violence,3106,11.0079,34.0954
1997-03-15T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,4,3,NA,Political violence,3947,4.68,31.69
1997-03-22T00:00:00Z,Northern Africa,Sudan,Al Jazirah,battles,Armed clash,3,100,NA,Political violence,3105,14.6593,33.2294
1997-03-22T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Non-state actor overtakes territory,3,220,NA,Political violence,3115,20.0739,35.4126
1997-03-29T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Non-state actor overtakes territory,5,10,NA,Political violence,3947,4.68,31.69
1997-03-29T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,70,NA,Political violence,4169,11.048,32.698
1997-04-05T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,2,20,NA,Political violence,3110,15.7104,35.5356
1997-04-05T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Armed clash,3,20,NA,Political violence,3115,20.0739,35.4126
1997-04-05T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,17,NA,Political violence,4169,11.048,32.698
1997-04-12T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,300,NA,Political violence,3947,4.68,31.69
1997-04-12T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Shelling/artillery/missile attack,4,300,NA,Political violence,3947,4.68,31.69
1997-04-12T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3115,20.0739,35.4126
1997-04-19T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Armed clash,1,20,NA,Political violence,3115,20.0739,35.4126
1997-05-03T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Armed clash,1,26,NA,Political violence,3115,20.0739,35.4126
1997-05-10T00:00:00Z,Northern Africa,Sudan,Equatoria,violence against civilians,Attack,1,3,NA,Political violence,3947,4.68,31.69
1997-05-24T00:00:00Z,Northern Africa,Sudan,West Kordofan,battles,Government regains territory,1,3,NA,Political violence,3121,11.8686,28.2211
1997-05-31T00:00:00Z,Northern Africa,Sudan,Red Sea,explosions/remote violence,Remote explosive/landmine/IED,1,2,NA,Political violence,3115,20.0739,35.4126
1997-06-07T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,battles,Armed clash,4,743,NA,Political violence,3946,8.598,28.4738
1997-06-14T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,violence against civilians,Attack,1,142,NA,Political violence,3946,8.598,28.4738
1997-06-28T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,battles,Government regains territory,2,111,NA,Political violence,3946,8.598,28.4738
1997-07-05T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Armed clash,1,2,NA,Political violence,3115,20.0739,35.4126
1997-07-12T00:00:00Z,Northern Africa,Sudan,Gedaref,battles,Non-state actor overtakes territory,1,9,NA,Political violence,3109,14.2138,35.0222
1997-07-12T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,2,79,NA,Political violence,4169,11.048,32.698
1997-07-12T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Non-state actor overtakes territory,2,20,NA,Political violence,4169,11.048,32.698
1997-07-19T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,6,NA,Political violence,3947,4.68,31.69
1997-07-19T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Non-state actor overtakes territory,1,7,NA,Political violence,4169,11.048,32.698
1997-07-26T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,battles,Non-state actor overtakes territory,1,5,NA,Political violence,3946,8.598,28.4738
1997-08-02T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,6,2,NA,Political violence,3947,4.68,31.69
1997-08-02T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Government regains territory,1,400,NA,Political violence,3947,4.68,31.69
1997-08-09T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,1,NA,Political violence,3947,4.68,31.69
1997-08-16T00:00:00Z,Northern Africa,Sudan,Red Sea,battles,Armed clash,1,6,NA,Political violence,3115,20.0739,35.4126
1997-08-23T00:00:00Z,Northern Africa,Sudan,North Kordofan,battles,Non-state actor overtakes territory,1,13,NA,Political violence,3113,14.3894,29.437
1997-08-23T00:00:00Z,Northern Africa,Sudan,South Kordofan,violence against civilians,Attack,1,4,NA,Political violence,3119,11.2289,30.914
1997-08-23T00:00:00Z,Northern Africa,Sudan,Upper Nile,violence against civilians,Attack,1,4,NA,Political violence,4169,11.048,32.698
1997-09-06T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3119,11.2289,30.914
1997-09-06T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,2,17,NA,Political violence,4169,11.048,32.698
1997-09-13T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,100,NA,Political violence,3947,4.68,31.69
1997-09-13T00:00:00Z,Northern Africa,Sudan,Equatoria,violence against civilians,Attack,1,1,NA,Political violence,3947,4.68,31.69
1997-10-04T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Air/drone strike,1,3,NA,Political violence,3947,4.68,31.69
1997-10-04T00:00:00Z,Northern Africa,Sudan,Equatoria,violence against civilians,Attack,1,23,NA,Political violence,3947,4.68,31.69
1997-10-04T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Non-state actor overtakes territory,1,20,NA,Political violence,3119,11.2289,30.914
1997-10-11T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,2,37,NA,Political violence,3947,4.68,31.69
1997-10-25T00:00:00Z,Northern Africa,Sudan,Gedaref,battles,Armed clash,1,11,NA,Political violence,3109,14.2138,35.0222
1997-11-01T00:00:00Z,Northern Africa,Sudan,Al Jazirah,violence against civilians,Attack,1,2,NA,Political violence,3105,14.6593,33.2294
1997-11-08T00:00:00Z,Northern Africa,Sudan,Gedaref,battles,Armed clash,2,30,NA,Political violence,3109,14.2138,35.0222
1997-11-08T00:00:00Z,Northern Africa,Sudan,Gedaref,violence against civilians,Attack,1,1,NA,Political violence,3109,14.2138,35.0222
1997-11-08T00:00:00Z,Northern Africa,Sudan,Kassala,violence against civilians,Attack,1,1,NA,Political violence,3110,15.7104,35.5356
1997-11-22T00:00:00Z,Northern Africa,Sudan,South Kordofan,violence against civilians,Attack,1,1,NA,Political violence,3119,11.2289,30.914
1997-11-29T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,2,96,NA,Political violence,3106,11.0079,34.0954
1997-11-29T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,9,NA,Political violence,3110,15.7104,35.5356
1998-01-03T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,2,NA,Political violence,4169,11.048,32.698
1998-01-10T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,7,2,NA,Political violence,4169,11.048,32.698
1998-01-17T00:00:00Z,Northern Africa,Sudan,Khartoum,battles,Armed clash,1,3,NA,Political violence,3111,15.915,33.1352
1998-01-17T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,38,NA,Political violence,4169,11.048,32.698
1998-01-24T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,30,NA,Political violence,3106,11.0079,34.0954
1998-01-24T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,10,NA,Political violence,3947,4.68,31.69
1998-01-24T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Shelling/artillery/missile attack,1,10,NA,Political violence,3110,15.7104,35.5356
1998-01-31T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,5,57,NA,Political violence,3110,15.7104,35.5356
1998-02-07T00:00:00Z,Northern Africa,Sudan,Central Darfur,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3107,12.3084,23.2341
1998-02-07T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,91,NA,Political violence,3110,15.7104,35.5356
1998-02-21T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,6,87,NA,Political violence,3110,15.7104,35.5356
1998-02-21T00:00:00Z,Northern Africa,Sudan,West Darfur,violence against civilians,Attack,1,21,NA,Political violence,3120,13.5081,22.7026
1998-02-28T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,12,NA,Political violence,3947,4.68,31.69
1998-03-14T00:00:00Z,Northern Africa,Sudan,West Darfur,violence against civilians,Attack,1,23,NA,Political violence,3120,13.5081,22.7026
1998-03-21T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Government regains territory,1,45,NA,Political violence,3106,11.0079,34.0954
1998-03-28T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,2,45,NA,Political violence,3110,15.7104,35.5356
1998-04-04T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,22,NA,Political violence,3106,11.0079,34.0954
1998-04-04T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,3,5,NA,Political violence,3947,4.68,31.69
1998-04-04T00:00:00Z,Northern Africa,Sudan,Khartoum,violence against civilians,Attack,1,74,NA,Political violence,3111,15.915,33.1352
1998-04-11T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,12,NA,Political violence,3106,11.0079,34.0954
1998-04-11T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,1,100,NA,Political violence,3120,13.5081,22.7026
1998-04-11T00:00:00Z,Northern Africa,Sudan,West Kordofan,violence against civilians,Attack,1,1,NA,Political violence,3121,11.8686,28.2211
1998-05-02T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,7,NA,Political violence,3947,4.68,31.69
1998-05-02T00:00:00Z,Northern Africa,Sudan,South Darfur,violence against civilians,Attack,1,40,NA,Political violence,3118,10.9002,24.3019
1998-05-09T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,violence against civilians,Attack,1,200,NA,Political violence,3946,8.598,28.4738
1998-05-09T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,9,NA,Political violence,3106,11.0079,34.0954
1998-05-16T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,battles,Government regains territory,2,10,NA,Political violence,3946,8.598,28.4738
1998-05-16T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3946,8.598,28.4738
1998-05-16T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,violence against civilians,Attack,5,30,NA,Political violence,3946,8.598,28.4738
1998-05-16T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,4,NA,Political violence,3110,15.7104,35.5356
1998-05-23T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,2,200,NA,Political violence,3106,11.0079,34.0954
1998-05-30T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,100,NA,Political violence,3106,11.0079,34.0954
1998-05-30T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Non-state actor overtakes territory,1,97,NA,Political violence,3106,11.0079,34.0954
1998-05-30T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3110,15.7104,35.5356
1998-06-06T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,12,NA,Political violence,3106,11.0079,34.0954
1998-06-06T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,3,23,NA,Political violence,3110,15.7104,35.5356
1998-06-06T00:00:00Z,Northern Africa,Sudan,South Kordofan,violence against civilians,Attack,1,3,NA,Political violence,3119,11.2289,30.914
1998-06-13T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Non-state actor overtakes territory,1,107,NA,Political violence,3106,11.0079,34.0954
1998-06-13T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,2,64,NA,Political violence,3110,15.7104,35.5356
1998-06-13T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3110,15.7104,35.5356
1998-06-13T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Remote explosive/landmine/IED,1,10,NA,Political violence,3110,15.7104,35.5356
1998-06-20T00:00:00Z,Northern Africa,Sudan,Equatoria,violence against civilians,Attack,1,2,NA,Political violence,3947,4.68,31.69
1998-06-27T00:00:00Z,Northern Africa,Sudan,Khartoum,battles,Armed clash,2,2,NA,Political violence,3111,15.915,33.1352
1998-07-04T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,2,19,NA,Political violence,3110,15.7104,35.5356
1998-07-11T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,3,293,NA,Political violence,3106,11.0079,34.0954
1998-07-11T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,1,49,NA,Political violence,3119,11.2289,30.914
1998-07-11T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,52,NA,Political violence,4169,11.048,32.698
1998-07-18T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,93,NA,Political violence,3106,11.0079,34.0954
1998-07-18T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Non-state actor overtakes territory,1,10,NA,Political violence,4169,11.048,32.698
1998-07-25T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,30,NA,Political violence,3110,15.7104,35.5356
1998-08-01T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,24,NA,Political violence,3110,15.7104,35.5356
1998-08-01T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Shelling/artillery/missile attack,1,24,NA,Political violence,3110,15.7104,35.5356
1998-08-01T00:00:00Z,Northern Africa,Sudan,Khartoum,riots,Violent demonstration,1,1,NA,Demonstrations,3111,15.915,33.1352
1998-08-01T00:00:00Z,Northern Africa,Sudan,Khartoum,violence against civilians,Attack,1,2,NA,Political violence,3111,15.915,33.1352
1998-08-15T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,2,3,NA,Political violence,4169,11.048,32.698
1998-08-22T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,1,NA,Political violence,4169,11.048,32.698
1998-08-22T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Non-state actor overtakes territory,1,200,NA,Political violence,4169,11.048,32.698
1998-09-05T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,20,NA,Political violence,3106,11.0079,34.0954
1998-09-05T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Air/drone strike,1,2,NA,Political violence,3947,4.68,31.69
1998-09-05T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Non-state actor overtakes territory,1,200,NA,Political violence,4169,11.048,32.698
1998-09-12T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,8,85,NA,Political violence,3947,4.68,31.69
1998-09-12T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Non-state actor overtakes territory,2,40,NA,Political violence,3947,4.68,31.69
1998-09-12T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,1,NA,Political violence,3947,4.68,31.69
1998-09-12T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Shelling/artillery/missile attack,1,2,NA,Political violence,3110,15.7104,35.5356
1998-09-12T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,2,58,NA,Political violence,3120,13.5081,22.7026
1998-09-12T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Non-state actor overtakes territory,1,3,NA,Political violence,3120,13.5081,22.7026
1998-09-12T00:00:00Z,Northern Africa,Sudan,White Nile,battles,Non-state actor overtakes territory,1,13,NA,Political violence,3122,13.5895,32.3521
1998-09-19T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Non-state actor overtakes territory,2,20,NA,Political violence,3947,4.68,31.69
1998-09-19T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Shelling/artillery/missile attack,1,1,NA,Political violence,3110,15.7104,35.5356
1998-09-19T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Non-state actor overtakes territory,1,20,NA,Political violence,3120,13.5081,22.7026
1998-09-26T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,5,640,NA,Political violence,3947,4.68,31.69
1998-09-26T00:00:00Z,Northern Africa,Sudan,South Darfur,battles,Armed clash,1,100,NA,Political violence,3118,10.9002,24.3019
1998-10-03T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,2,10,NA,Political violence,3947,4.68,31.69
1998-10-03T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,1,50,NA,Political violence,3119,11.2289,30.914
1998-10-03T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Government regains territory,1,10,NA,Political violence,3120,13.5081,22.7026
1998-10-10T00:00:00Z,Northern Africa,Sudan,West Darfur,explosions/remote violence,Shelling/artillery/missile attack,1,81,NA,Political violence,3120,13.5081,22.7026
1998-10-17T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,3,NA,Political violence,3947,4.68,31.69
1998-10-24T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,1,20,NA,Political violence,3119,11.2289,30.914
1998-10-31T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Remote explosive/landmine/IED,1,2,NA,Political violence,3110,15.7104,35.5356
1998-10-31T00:00:00Z,Northern Africa,Sudan,River Nile,explosions/remote violence,Remote explosive/landmine/IED,1,1,NA,Political violence,3116,18.8347,33.1231
1998-11-07T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,3,9,NA,Political violence,3119,11.2289,30.914
1998-11-07T00:00:00Z,Northern Africa,Sudan,Upper Nile,violence against civilians,Attack,1,34,NA,Political violence,4169,11.048,32.698
1998-11-14T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,2,NA,Political violence,3947,4.68,31.69
1998-11-14T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,7,24,NA,Political violence,3119,11.2289,30.914
1998-11-21T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,3,11,NA,Political violence,3119,11.2289,30.914
1998-11-28T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Government regains territory,1,50,NA,Political violence,3110,15.7104,35.5356
1998-11-28T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,4,22,NA,Political violence,3119,11.2289,30.914
1998-12-05T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,4,6,NA,Political violence,3947,4.68,31.69
1998-12-05T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,7,22,NA,Political violence,3119,11.2289,30.914
1998-12-19T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,7,NA,Political violence,3947,4.68,31.69
1998-12-26T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,7,26,NA,Political violence,3119,11.2289,30.914
1999-01-02T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,1,10,NA,Political violence,3119,11.2289,30.914
1999-01-09T00:00:00Z,Northern Africa,Sudan,Equatoria,violence against civilians,Attack,1,6,NA,Political violence,3947,4.68,31.69
1999-01-09T00:00:00Z,Northern Africa,Sudan,Sennar,battles,Armed clash,1,48,NA,Political violence,3117,12.9093,34.0815
1999-01-09T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Armed clash,2,14,NA,Political violence,3119,11.2289,30.914
1999-01-16T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Air/drone strike,2,37,NA,Political violence,3110,15.7104,35.5356
1999-01-16T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,1,27,NA,Political violence,3120,13.5081,22.7026
1999-01-23T00:00:00Z,Northern Africa,Sudan,Equatoria,battles,Armed clash,1,1,NA,Political violence,3947,4.68,31.69
1999-01-23T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,2,3,NA,Political violence,3947,4.68,31.69
1999-01-23T00:00:00Z,Northern Africa,Sudan,Kassala,explosions/remote violence,Air/drone strike,1,19,NA,Political violence,3110,15.7104,35.5356
1999-01-23T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Government regains territory,1,147,NA,Political violence,4169,11.048,32.698
1999-01-23T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,1,50,NA,Political violence,3120,13.5081,22.7026
1999-01-30T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,violence against civilians,Attack,4,18,NA,Political violence,3946,8.598,28.4738
1999-01-30T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,42,NA,Political violence,3106,11.0079,34.0954
1999-01-30T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,1,27,NA,Political violence,3120,13.5081,22.7026
1999-02-06T00:00:00Z,Northern Africa,Sudan,South Kordofan,battles,Non-state actor overtakes territory,1,7,NA,Political violence,3119,11.2289,30.914
1999-02-06T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,1,27,NA,Political violence,3120,13.5081,22.7026
1999-02-13T00:00:00Z,Northern Africa,Sudan,Upper Nile,violence against civilians,Attack,1,1,NA,Political violence,4169,11.048,32.698
1999-02-13T00:00:00Z,Northern Africa,Sudan,West Darfur,battles,Armed clash,1,100,NA,Political violence,3120,13.5081,22.7026
1999-02-20T00:00:00Z,Northern Africa,Sudan,Bahr el Ghazal,violence against civilians,Attack,1,30,NA,Political violence,3946,8.598,28.4738
1999-02-20T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,1,NA,Political violence,3947,4.68,31.69
1999-03-13T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,1,1,NA,Political violence,3110,15.7104,35.5356
1999-03-20T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,208,NA,Political violence,3106,11.0079,34.0954
1999-03-20T00:00:00Z,Northern Africa,Sudan,Gedaref,battles,Armed clash,1,15,NA,Political violence,3109,14.2138,35.0222
1999-03-27T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Armed clash,1,209,NA,Political violence,3106,11.0079,34.0954
1999-03-27T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,1,3,NA,Political violence,3947,4.68,31.69
1999-03-27T00:00:00Z,Northern Africa,Sudan,Upper Nile,violence against civilians,Attack,1,4,NA,Political violence,4169,11.048,32.698
1999-04-03T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Non-state actor overtakes territory,2,128,NA,Political violence,3106,11.0079,34.0954
1999-04-03T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Air/drone strike,1,1,NA,Political violence,3947,4.68,31.69
1999-04-03T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,3,9,NA,Political violence,3110,15.7104,35.5356
1999-04-10T00:00:00Z,Northern Africa,Sudan,Blue Nile,battles,Non-state actor overtakes territory,3,248,NA,Political violence,3106,11.0079,34.0954
1999-04-10T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,2,5,NA,Political violence,3110,15.7104,35.5356
1999-04-10T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Non-state actor overtakes territory,1,10,NA,Political violence,3110,15.7104,35.5356
1999-04-10T00:00:00Z,Northern Africa,Sudan,Khartoum,battles,Non-state actor overtakes territory,1,20,NA,Political violence,3111,15.915,33.1352
1999-04-17T00:00:00Z,Northern Africa,Sudan,Upper Nile,battles,Armed clash,1,4,NA,Political violence,4169,11.048,32.698
1999-05-01T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Armed clash,6,110,NA,Political violence,3110,15.7104,35.5356
1999-05-01T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Non-state actor overtakes territory,3,6,NA,Political violence,3110,15.7104,35.5356
1999-05-08T00:00:00Z,Northern Africa,Sudan,Equatoria,explosions/remote violence,Remote explosive/landmine/IED,2,4,NA,Political violence,3947,4.68,31.69
1999-05-08T00:00:00Z,Northern Africa,Sudan,Kassala,battles,Non-state actor overtakes territory,2,36,NA,Political violence,3110,15.7104,35.5356
1999-05-08T00:00:00Z,Northern Africa,Sudan,Khartoum,explosions/remote violence,Remote explosive/landmine/IED,1,15,NA,Political violence,3111,15.915,33.1352
